Seq,Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,PA1,Re,n,f2,mu02,PA2,hr2,hz2,f3,mag3,q3,PA3,hr3,mu03,f4,mu04,q4,PA4,Rbar,f5,mag5
407,IC3267,_bd,2,5,D,expdisk,,,,,,,,,,,,0.97,13.247,0.918,-55.26,14.36,21.029,,,,,,,
408,IC3268,_dd,2,5,D,sersic,0.487,14.04,0.775,52.43,12.94,0.685,,,,,,,,,,,,,,,,,,
408,IC3268,_dd,2,5,D,expdisk,,,,,,,,,,,,0.513,13.965,0.855,54.47,23.62,22.827,,,,,,,
409,IC3298,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.68,0.324,-23.48,9.21,21.497,,,,,,,
410,IC3311,_zz,2,4,Z,edgedisk,,,,,,,0.666,20.692,-45.07,15.57,3.63,,,,,,,,,,,,,
410,IC3311,_zz,2,4,Z,edgedisk,,,,,,,0.334,22.648,-39.28,26.57,8.63,,,,,,,,,,,,,
411,IC3322,_zz,2,4,Z,edgedisk,,,,,,,0.919,20.133,-22.41,18.92,5.33,,,,,,,,,,,,,
411,IC3322,_zz,2,4,Z,edgedisk,,,,,,,0.081,18.965,-22.23,3.03,1.33,,,,,,,,,,,,,
412,IC3322A,_zz,2,4,Z,sersic,0.555,12.681,0.132,156.64,64.87,0.493,,,,,,,,,,,,,,,,,,
412,IC3322A,_zz,2,4,Z,edgedisk,,,,,,,0.445,18.724,-24.12,16.36,2.04,,,,,,,,,,,,,
413,IC3355,_d,1,3,D,expdisk,,,,,,,,,,,,1.0,15.033,0.39,-5.0,27.52,24.226,,,,,,,
414,IC3356,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.474,0.827,71.33,18.56,23.812,,,,,,,
415,IC3371,_z,1,4,Z,edgedisk,,,,,,,1.0,20.76,53.99,9.79,2.6,,,,,,,,,,,,,
416,IC3391,_dn,2,5,D,expdisk,,,,,,,,,,,,0.999,12.922,0.737,65.83,16.63,21.022,,,,,,,
416,IC3391,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.001,20.124
417,IC3392,_bd,2,5,B,sersic,0.051,14.982,0.857,82.54,3.23,1.125,,,,,,,,,,,,,,,,,,
417,IC3392,_bd,2,5,D,expdisk,,,,,,,,,,,,0.949,11.802,0.432,37.1,15.48,19.746,,,,,,,
418,IC3473,_dn,2,5,D,expdisk,,,,,,,,,,,,0.981,14.214,0.576,41.31,12.5,21.694,,,,,,,
418,IC3473,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.019,18.473
419,IC3474,_z,1,4,Z,edgedisk,,,,,,,1.0,21.426,36.56,21.14,5.55,,,,,,,,,,,,,
420,IC3475,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.459,0.763,79.0,28.9,22.759,,,,,,,
421,IC3476,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.138,21.204,0.558,-14.0,24.31,,
421,IC3476,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.862,12.872,0.725,42.26,19.26,21.29,,,,,,,
422,IC3517,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.986,14.765,0.612,25.31,14.72,22.6,,,,,,,
422,IC3517,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.014,23.407,0.169,23.48,15.0,,
423,IC3521,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.753,13.066,0.747,10.8,16.8,21.188,,,,,,,
423,IC3521,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.247,20.265,0.191,27.81,35.2,,
424,IC3522,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.208,0.442,89.66,18.28,23.513,,,,,,,
425,IC3576,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.107,0.712,37.03,19.86,22.592,,,,,,,
426,IC3583,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.164,0.56,6.77,21.02,21.772,,,,,,,
427,IC3611,_dd,2,5,D,sersic,0.41,14.701,0.652,140.04,12.95,0.868,,,,,,,,,,,,,,,,,,
427,IC3611,_dd,2,5,D,expdisk,,,,,,,,,,,,0.59,14.27,0.452,-46.92,24.91,23.247,,,,,,,
428,IC3631,_bdbar,3,3,B,sersic,0.451,14.339,0.495,86.07,16.28,5.899,,,,,,,,,,,,,,,,,,
428,IC3631,_bdbar,3,3,D,expdisk,,,,,,,,,,,,0.411,14.571,0.672,-88.92,9.45,21.444,,,,,,,
428,IC3631,_bdbar,3,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.138,21.793,0.266,89.47,30.48,,
429,IC3687,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.838,0.792,16.1,27.81,23.055,,,,,,,
430,IC3718,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.503,0.312,71.2,19.83,21.985,,,,,,,
431,IC3727,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.939,0.845,-12.79,13.76,21.628,,,,,,,
432,IC3742,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.709,0.611,51.03,14.76,21.55,,,,,,,
433,IC3806,_dd,2,5,D,sersic,0.442,13.945,0.303,178.8,16.85,0.465,,,,,,,,,,,,,,,,,,
433,IC3806,_dd,2,5,D,expdisk,,,,,,,,,,,,0.558,13.691,0.419,-3.3,17.23,21.868,,,,,,,
434,IC3881,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.893,13.829,0.362,26.36,21.5,22.486,,,,,,,
434,IC3881,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.107,21.667,0.203,18.93,27.73,,
435,IC3908,_zz,2,5,Z,edgedisk,,,,,,,0.558,18.984,-10.99,14.89,6.39,,,,,,,,,,,,,
435,IC3908,_zz,2,5,Z,edgedisk,,,,,,,0.442,16.956,-11.55,11.32,1.37,,,,,,,,,,,,,
436,IC4182,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,11.692,0.931,88.04,68.03,22.851,,,,,,,
437,IC4213,_zz,2,4,Z,edgedisk,,,,,,,0.788,21.264,-6.24,23.39,6.6,,,,,,,,,,,,,
437,IC4213,_zz,2,4,Z,edgedisk,,,,,,,0.212,20.645,-1.64,14.24,2.19,,,,,,,,,,,,,
438,IC4214,_bdbar,3,5,B,sersic,0.299,11.917,0.861,155.03,4.37,1.387,,,,,,,,,,,,,,,,,,
438,IC4214,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.453,11.462,0.676,-8.34,29.7,20.821,,,,,,,
438,IC4214,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.247,19.684,0.425,-30.16,48.86,,
439,IC4216,_bdd,3,5,B,sersic,0.023,17.276,0.461,20.41,2.44,0.147,,,,,,,,,,,,,,,,,,
439,IC4216,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.922,13.254,0.418,54.08,18.05,21.532,,,,,,,
439,IC4216,_bdd,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.055,21.274,0.386,41.58,15.39,,
440,IC4221,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.966,12.663,0.537,-7.83,12.15,20.081,,,,,,,
440,IC4221,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.034,16.601,0.028,-36.78,6.75,,
441,IC4231,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,12.986,0.266,34.45,15.84,20.979,,,,,,,
442,IC4237,_bdbarf,3,5,B,sersic,0.015,16.37,0.892,142.79,1.64,0.457,,,,,,,,,,,,,,,,,,
442,IC4237,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.967,11.822,0.693,-37.56,17.54,20.038,,,,,,,
442,IC4237,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.019,19.397,0.097,-63.14,14.25,,
443,IC4247,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.389,0.464,-31.9,14.37,22.172,,,,,,,
444,IC4263,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.943,14.351,0.249,-75.85,16.65,22.454,,,,,,,
444,IC4263,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.057,21.215,0.102,-84.92,17.8,,
445,IC4316,_dd,2,5,D,sersic,0.132,15.897,0.731,24.7,20.04,0.95,,,,,,,,,,,,,,,,,,
445,IC4316,_dd,2,5,D,expdisk,,,,,,,,,,,,0.868,13.788,0.581,57.03,32.97,23.374,,,,,,,
446,IC4351,_bz,2,4,B,sersic,0.664,10.85,0.357,20.67,44.05,3.76,,,,,,,,,,,,,,,,,,
446,IC4351,_bz,2,4,Z,edgedisk,,,,,,,0.336,19.626,19.92,33.76,7.64,,,,,,,,,,,,,
447,IC4407,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.981,14.375,0.531,5.46,15.11,22.266,,,,,,,
447,IC4407,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.019,22.13,0.206,2.51,10.5,,
448,IC4468,_dn,2,5,D,expdisk,,,,,,,,,,,,0.99,12.326,0.355,-25.79,12.55,19.815,,,,,,,
448,IC4468,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.01,17.361
449,IC4536,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.966,12.746,0.863,10.73,20.33,21.282,,,,,,,
449,IC4536,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.032,21.335,0.26,-12.56,18.0,,
449,IC4536,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.002,19.434
450,IC4582,_zz,2,4,Z,edgedisk,,,,,,,0.481,17.095,-6.64,3.48,1.01,,,,,,,,,,,,,
450,IC4582,_zz,2,4,Z,edgedisk,,,,,,,0.519,19.695,-6.9,13.36,4.15,,,,,,,,,,,,,
451,IC4660,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.923,0.268,-9.88,8.71,20.619,,,,,,,
452,IC4901,_ddbarn,4,5,D,expdisk,,,,,,,,,,,,0.502,11.963,0.692,-57.12,47.88,22.359,,,,,,,
452,IC4901,_ddbarn,4,5,D,expdisk,,,,,,,,,,,,0.462,12.06,0.692,-57.12,12.47,19.534,,,,,,,
452,IC4901,_ddbarn,4,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.026,19.951,0.211,-57.18,19.12,,
452,IC4901,_ddbarn,4,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.009,16.34
453,IC4951,_z,1,4,Z,edgedisk,,,,,,,1.0,21.468,-4.34,18.98,7.1,,,,,,,,,,,,,
454,IC4986,_dd,2,5,D,expdisk,,,,,,,,,,,,0.937,13.666,0.376,18.58,27.24,22.837,,,,,,,
454,IC4986,_dd,2,5,D,expdisk,,,,,,,,,,,,0.063,16.613,0.376,18.58,6.0,22.499,,,,,,,
455,IC5007,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.951,12.476,0.659,25.73,14.19,20.231,,,,,,,
455,IC5007,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.049,19.442,0.239,27.85,11.25,,
456,IC5026,_zn,2,4,Z,edgedisk,,,,,,,0.915,20.547,75.37,18.08,3.23,,,,,,,,,,,,,
456,IC5026,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.085,16.717
457,IC5039,_bdd,3,5,B,sersic,0.006,17.809,0.528,153.95,0.03,0.237,,,,,,,,,,,,,,,,,,
457,IC5039,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.827,12.407,0.34,-25.46,15.41,20.341,,,,,,,
457,IC5039,_bdd,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.167,21.014,0.48,-19.11,33.46,,
458,IC5052,_zz,2,4,Z,edgedisk,,,,,,,0.174,20.652,-38.42,24.81,6.5,,,,,,,,,,,,,
458,IC5052,_zz,2,4,Z,edgedisk,,,,,,,0.826,21.222,-28.34,93.8,18.4,,,,,,,,,,,,,
459,IC5069,_ddbar,3,5,B,sersic,0.281,15.095,0.807,64.04,20.54,0.267,,,,,,,,,,,,,,,,,,
459,IC5069,_ddbar,3,5,D,expdisk,,,,,,,,,,,,0.581,14.31,0.938,-20.0,13.29,21.923,,,,,,,
459,IC5069,_ddbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.138,21.698,0.378,58.18,23.22,,
460,IC5078,_bd,2,5,B,sersic,0.063,15.077,0.612,0.7,10.82,2.815,,,,,,,,,,,,,,,,,,
460,IC5078,_bd,2,5,D,expdisk,,,,,,,,,,,,0.937,12.137,0.273,83.35,25.78,21.189,,,,,,,
461,IC5105B,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.833,12.771,0.354,65.38,10.34,19.838,,,,,,,
461,IC5105B,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.156,18.842,0.175,61.45,16.5,,
461,IC5105B,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.011,17.455
462,IC5152,_dbar,2,4,D,expdisk,,,,,,,,,,,,0.878,11.0,0.819,-76.16,34.33,20.673,,,,,,,
462,IC5152,_dbar,2,4,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.122,22.226,0.17,-79.05,155.18,,
463,IC5156,_ddbarn,4,5,D,expdisk,,,,,,,,,,,,0.633,12.067,0.416,-5.94,14.64,19.89,,,,,,,
463,IC5156,_ddbarn,4,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.218,20.608,0.429,-2.83,44.76,,
463,IC5156,_ddbarn,4,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.114,18.759,0.254,12.04,17.89,,
463,IC5156,_ddbarn,4,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.036,15.195
464,IC5170,_bzn,3,5,B,sersic,0.508,12.783,0.349,24.4,37.29,0.453,,,,,,,,,,,,,,,,,,
464,IC5170,_bzn,3,5,Z,edgedisk,,,,,,,0.416,18.551,26.85,9.82,2.7,,,,,,,,,,,,,
464,IC5170,_bzn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.076,14.848
465,IC5176,_zz,2,4,Z,edgedisk,,,,,,,0.564,17.515,27.31,12.11,2.58,,,,,,,,,,,,,
465,IC5176,_zz,2,4,Z,edgedisk,,,,,,,0.436,20.098,21.06,37.59,9.25,,,,,,,,,,,,,
466,IC5201,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.936,11.726,0.413,27.29,65.55,22.805,,,,,,,
466,IC5201,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.064,21.254,0.286,15.33,38.41,,
467,IC5240,_bdbarf,3,5,B,sersic,0.39,12.103,0.329,92.87,24.57,3.36,,,,,,,,,,,,,,,,,,
467,IC5240,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.582,11.68,0.708,-81.4,28.0,20.911,,,,,,,
467,IC5240,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.027,21.38,0.287,80.44,34.5,,
468,IC5249,_zz,2,4,Z,edgedisk,,,,,,,0.845,21.704,14.63,35.57,4.9,,,,,,,,,,,,,
468,IC5249,_zz,2,4,Z,edgedisk,,,,,,,0.155,20.527,10.7,8.38,1.71,,,,,,,,,,,,,
469,IC5264,_bd,2,5,B,sersic,0.079,14.543,0.719,1.46,5.03,1.19,,,,,,,,,,,,,,,,,,
469,IC5264,_bd,2,5,D,expdisk,,,,,,,,,,,,0.921,11.88,0.234,81.52,18.26,20.183,,,,,,,
470,IC5267,_bdd,3,5,B,sersic,0.233,11.33,0.869,151.11,10.26,2.894,,,,,,,,,,,,,,,,,,
470,IC5267,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.397,10.75,0.803,-43.97,22.82,19.538,,,,,,,
470,IC5267,_bdd,3,5,D,expdisk,,,,,,,,,,,,0.37,10.812,0.74,-40.15,78.92,22.293,,,,,,,
471,IC5269,_bd,2,5,B,sersic,0.242,13.626,0.771,47.83,3.06,1.792,,,,,,,,,,,,,,,,,,
471,IC5269,_bd,2,5,D,expdisk,,,,,,,,,,,,0.758,12.382,0.512,51.22,13.53,20.034,,,,,,,
472,IC5269A,_dd,2,5,D,expdisk,,,,,,,,,,,,0.943,14.287,0.704,49.9,16.09,22.316,,,,,,,
472,IC5269A,_dd,2,5,D,expdisk,,,,,,,,,,,,0.057,17.349,0.704,49.9,3.56,22.102,,,,,,,
473,IC5269B,_dd,2,5,D,sersic,0.109,15.112,0.414,101.25,18.56,1.361,,,,,,,,,,,,,,,,,,
473,IC5269B,_dd,2,5,D,expdisk,,,,,,,,,,,,0.891,12.825,0.21,-83.81,36.5,22.632,,,,,,,
474,IC5269C,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.936,13.795,0.424,41.7,23.39,22.636,,,,,,,
474,IC5269C,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.064,20.963,0.59,67.37,9.0,,
475,IC5270,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.96,11.888,0.283,-75.71,15.32,19.809,,,,,,,
475,IC5270,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.04,18.457,0.171,-46.26,9.98,,
476,IC5271,_bd,2,5,B,sersic,0.04,14.292,0.695,145.66,1.44,1.282,,,,,,,,,,,,,,,,,,
476,IC5271,_bd,2,5,D,expdisk,,,,,,,,,,,,0.96,10.838,0.38,-42.13,19.0,19.228,,,,,,,
477,IC5273,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.964,11.172,0.716,48.98,23.65,20.037,,,,,,,
477,IC5273,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.036,17.194,0.252,41.63,6.06,,
478,IC5321,_dd,2,5,D,sersic,0.173,15.402,0.858,141.25,6.57,1.002,,,,,,,,,,,,,,,,,,
478,IC5321,_dd,2,5,D,expdisk,,,,,,,,,,,,0.827,13.702,0.589,42.75,13.93,21.418,,,,,,,
479,IC5325,_bd,2,5,B,sersic,0.025,14.808,0.518,79.82,4.18,3.484,,,,,,,,,,,,,,,,,,
479,IC5325,_bd,2,5,D,expdisk,,,,,,,,,,,,0.975,10.847,0.883,21.84,19.8,19.326,,,,,,,
480,IC5332,_bd,2,5,B,sersic,0.04,14.026,0.492,126.6,22.51,1.0,,,,,,,,,,,,,,,,,,
480,IC5332,_bd,2,5,D,expdisk,,,,,,,,,,,,0.96,10.577,0.892,74.75,65.25,21.645,,,,,,,
481,IC5333,_z,1,4,Z,edgedisk,,,,,,,1.0,18.558,85.36,10.53,2.13,,,,,,,,,,,,,
482,IC5334,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.372,13.651,0.362,-54.35,2.55,17.681,,,,,,,
482,IC5334,_ddn,3,5,D,expdisk,,,,,,,,,,,,0.563,13.196,0.362,-54.35,14.5,20.999,,,,,,,
482,IC5334,_ddn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.065,15.553
483,NGC0007,_z,1,4,Z,edgedisk,,,,,,,1.0,21.622,30.58,24.71,8.01,,,,,,,,,,,,,
484,NGC0014,_dd,2,5,D,expdisk,,,,,,,,,,,,0.388,13.3,0.844,23.37,11.18,20.538,,,,,,,
484,NGC0014,_dd,2,5,D,expdisk,,,,,,,,,,,,0.612,12.783,0.844,23.37,38.62,22.712,,,,,,,
485,NGC0024,_ddbar,3,5,D,expdisk,,,,,,,,,,,,0.873,11.463,0.257,44.74,39.47,21.44,,,,,,,
485,NGC0024,_ddbar,3,5,D,ferrer2,,,,,,,,,,,,,,,,,,0.116,21.619,0.238,42.25,78.47,,
485,NGC0024,_ddbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.011,20.274,0.262,42.7,12.64,,
486,NGC0045,_dd,2,5,D,expdisk,,,,,,,,,,,,0.094,12.909,0.825,-50.71,27.09,22.068,,,,,,,
486,NGC0045,_dd,2,5,D,expdisk,,,,,,,,,,,,0.906,10.343,0.825,-50.71,108.15,22.509,,,,,,,
487,NGC0055,_dd,2,5,D,sersic,0.205,9.705,0.355,112.19,127.48,0.884,,,,,,,,,,,,,,,,,,
487,NGC0055,_dd,2,5,D,expdisk,,,,,,,,,,,,0.795,8.204,0.191,-71.96,331.74,22.804,,,,,,,
488,NGC0059,_dn,2,5,D,expdisk,,,,,,,,,,,,0.987,12.712,0.547,-58.21,16.62,20.811,,,,,,,
488,NGC0059,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.013,17.451
489,NGC0063,_bd,2,5,B,sersic,0.143,13.834,0.453,89.96,1.71,2.439,,,,,,,,,,,,,,,,,,
489,NGC0063,_bd,2,5,D,expdisk,,,,,,,,,,,,0.857,11.889,0.648,-77.1,10.52,18.993,,,,,,,
490,NGC0100,_zz,2,4,Z,edgedisk,,,,,,,0.388,20.326,55.22,18.63,3.16,,,,,,,,,,,,,
490,NGC0100,_zz,2,4,Z,edgedisk,,,,,,,0.612,21.531,41.41,43.47,8.62,,,,,,,,,,,,,
491,NGC0115,_dd,2,5,D,expdisk,,,,,,,,,,,,0.884,13.623,0.366,-60.91,18.4,21.942,,,,,,,
491,NGC0115,_dd,2,5,D,expdisk,,,,,,,,,,,,0.116,15.831,0.507,-47.25,4.51,21.096,,,,,,,
492,NGC0131,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.939,12.982,0.361,63.07,12.04,20.38,,,,,,,
492,NGC0131,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.061,20.849,0.505,-62.78,13.06,,
493,NGC0134,_bd,2,5,B,sersic,0.074,12.098,0.567,73.79,7.23,6.123,,,,,,,,,,,,,,,,,,
493,NGC0134,_bd,2,5,D,expdisk,,,,,,,,,,,,0.927,9.353,0.28,46.94,41.93,19.461,,,,,,,
494,NGC0148,_bd,2,5,B,sersic,0.326,12.906,0.548,89.17,3.18,1.616,,,,,,,,,,,,,,,,,,
494,NGC0148,_bd,2,5,D,expdisk,,,,,,,,,,,,0.674,12.117,0.389,87.9,12.2,19.543,,,,,,,
495,NGC0150,_bdbarf,3,5,B,sersic,0.092,13.383,0.435,110.16,1.2,2.069,,,,,,,,,,,,,,,,,,
495,NGC0150,_bdbarf,3,5,D,expdisk,,,,,,,,,,,,0.868,10.949,0.51,-71.08,25.86,20.007,,,,,,,
495,NGC0150,_bdbarf,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.04,19.64,0.526,44.24,15.75,,
496,NGC0157,_bd,2,5,B,sersic,0.021,14.124,0.711,35.33,2.0,1.386,,,,,,,,,,,,,,,,,,
496,NGC0157,_bd,2,5,D,expdisk,,,,,,,,,,,,0.979,9.936,0.669,43.99,32.26,19.475,,,,,,,
497,NGC0178,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.871,13.204,0.517,1.31,14.34,20.981,,,,,,,
497,NGC0178,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.11,21.028,0.27,-2.16,24.53,,
497,NGC0178,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.02,17.311
498,NGC0210,_bdbar,3,5,B,sersic,0.291,11.965,0.811,174.86,5.22,1.423,,,,,,,,,,,,,,,,,,
498,NGC0210,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.495,11.346,0.649,-16.58,54.11,22.007,,,,,,,
498,NGC0210,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.214,20.326,0.496,-6.92,56.08,,
499,NGC0216,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.919,13.131,0.394,29.37,11.95,20.514,,,,,,,
499,NGC0216,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.081,19.803,0.157,18.56,15.75,,
500,NGC0244,_dd,2,3,D,sersic,0.399,14.479,0.91,12.49,7.65,0.708,,,,,,,,,,,,,,,,,,
500,NGC0244,_dd,2,3,D,expdisk,,,,,,,,,,,,0.601,14.026,0.915,55.94,10.25,21.075,,,,,,,
501,NGC0247,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.966,8.979,0.251,-9.16,223.09,22.717,,,,,,,
501,NGC0247,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.034,22.191,0.282,15.56,149.25,,
502,NGC0253,_bd,2,5,B,sersic,0.283,7.508,0.586,66.65,103.93,3.872,,,,,,,,,,,,,,,,,,
502,NGC0253,_bd,2,5,D,expdisk,,,,,,,,,,,,0.72,6.502,0.193,51.29,185.12,19.835,,,,,,,
503,NGC0254,_bdbar,3,5,B,sersic,0.333,12.428,0.673,131.68,4.86,3.701,,,,,,,,,,,,,,,,,,
503,NGC0254,_bdbar,3,5,D,expdisk,,,,,,,,,,,,0.504,11.977,0.662,-48.58,26.04,21.051,,,,,,,
503,NGC0254,_bdbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.163,20.592,0.407,-46.67,46.1,,
504,NGC0255,_ndbar,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.003,18.411
504,NGC0255,_ndbar,3,5,D,expdisk,,,,,,,,,,,,0.957,12.179,0.912,-4.81,15.52,20.128,,,,,,,
504,NGC0255,_ndbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.04,19.368,0.206,54.83,12.11,,
505,NGC0274,_bd,2,4,B,sersic,0.399,12.814,0.864,59.84,3.6,3.071,,,,,,,,,,,,,,,,,,
505,NGC0274,_bd,2,4,D,expdisk,,,,,,,,,,,,0.601,12.367,0.932,-51.64,11.96,19.751,,,,,,,
507,NGC0289,_ndbar,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.017,14.911
507,NGC0289,_ndbar,3,5,D,expdisk,,,,,,,,,,,,0.918,10.599,0.682,-56.26,18.97,18.985,,,,,,,
507,NGC0289,_ndbar,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.064,18.189,0.526,-55.96,11.76,,
508,NGC0298,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.863,13.895,0.49,-79.01,10.19,20.93,,,,,,,
508,NGC0298,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.137,19.777,0.421,73.11,8.97,,
509,NGC0300,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,8.336,0.709,-64.49,152.16,21.243,,,,,,,
510,NGC0337,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.892,11.5,0.713,-60.37,20.16,20.017,,,,,,,
510,NGC0337,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.108,20.185,0.235,-15.24,38.31,,
511,NGC0337A,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.926,12.531,0.834,-14.18,43.12,22.7,,,,,,,
511,NGC0337A,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.074,22.293,0.468,51.85,35.81,,
512,NGC0360,_z,1,4,Z,edgedisk,,,,,,,1.0,19.188,-35.32,28.13,5.85,,,,,,,,,,,,,
513,NGC0406,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.13,20.478,0.575,18.13,19.46,,
513,NGC0406,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.87,12.52,0.494,-21.04,21.83,21.211,,,,,,,
514,NGC0428,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.925,11.762,0.869,-68.78,25.84,20.819,,,,,,,
514,NGC0428,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.073,21.798,0.7,-40.57,33.42,,
514,NGC0428,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.002,18.462
515,NGC0450,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.947,12.324,0.736,76.84,26.0,21.395,,,,,,,
